feature,JS_divergence,Wasserstein
wid,0.6348921967725539,4.4998449616566845
MLS,0.17905022109120078,1.1487844014872874
MLC,0.1228586151358739,0.15767984454364758
MLT,0.09243369000295147,0.15124163286326525
CS,0.26529600851293644,0.29332556001533966
CT,0.13592012041566268,0.06217416060673864
cTT,0.16687017100963314,0.017790244989948224
dCC,0.1305016188826747,0.011887374989991092
dCT,0.12970027092214761,0.03495618606137919
cPC,0.2769797814924093,0.02769616506587117
cPT,0.3399461509545812,0.045053249774862636
TS,0.33535118402816394,0.13264788876941194
cNC,0.25637565473211915,0.09793174924005732
cNT,0.27194348817113384,0.15920851031072117
cNS,0.1695488259832121,0.12571928490460768
VPT,0.12796134847831792,0.056390326424094785
NPpre,0.3094737452699512,0.042170022324799245
NPpost,0.22989324152404594,0.08712457520680919
KDbase,0.16738532597010977,0.010250090711461157
NDW,0.17350775640957575,0.8371323821897099
TTR,0.24625688379451327,0.01023992813277061
cTTR,0.16014273700018808,0.0626931713571526
rTTR,0.1602270124575876,0.08866249690650155
bTTR,0.25499833515296516,0.0034593848830882243
Uber,0.1612971781071397,0.23256039731994485
lwVAR,0.2736833576929136,0.0074768260756275925
vVAR1,0.31049509330334374,0.03141394426823235
svVAR1,0.2857209212001706,0.2628724260433667
cvVAR1,0.3008911168045442,0.07107839039272748
vVAR2,0.6956117921505226,0.1418504022710582
nVAR,0.29180677425298546,0.027725284559301663
adjVAR,0.2624449348599295,0.012113657322664352
advVAR,0.2302974993931011,0.011955509076662792
modVAR,0.18746521742740993,0.010500256800573112
LD,0.3516580827445541,0.025016408766956738
MLWc,0.1952091447106308,0.07566668218066064
MLWs,0.11844397457245213,0.008534224158469682
B2KBANC,0.34477872882597704,0.029951968347183833
B2KBBNC,0.18523501031970413,0.01211323557407811
NNGSL,0.31465250035884146,0.028183143248669405
NSW,0.35797136601147184,0.029120084410501488
1GNLFa,0.30326076739503693,19.27561290140902
2GNLFa,0.3594465319598227,10.039088716731246
3GNLFa,0.32553372404618813,1.8865292650731886
4GNLFa,0.2848342993234498,0.1665051357454249
5GNLFa,0.22437576428909703,0.017872309284151296
1GNLFb,0.30620270705055697,20.64366121650886
2GNLFb,0.3788440142674438,13.335313883054605
3GNLFb,0.39827414805675293,4.457082471468285
4GNLFb,0.34336895226888514,0.7191514294053971
5GNLFb,0.27893640419331134,0.09913201757224938
1GNLFf,0.32829401124930774,21.811046716823306
2GNLFf,0.42862961979284686,14.322001241442804
3GNLFf,0.4442946046994746,4.5610360778878665
4GNLFf,0.4085729030842012,0.696615379244647
5GNLFf,0.31678048235890366,0.08965640766252793
1GNLFm,0.3068452275836546,20.19243456863458
2GNLFm,0.37822766923093976,12.32555089618372
3GNLFm,0.38555000615101714,3.4064909282122273
4GNLFm,0.33103373705331873,0.4373350411756946
5GNLFm,0.27358274223171924,0.05258613238541761
1GNLFn,0.3091226085315168,20.2325501260011
2GNLFn,0.3775014206543704,11.949247687579884
3GNLFn,0.3650137441630775,3.1847070921340466
4GNLFn,0.32208006917424054,0.42191653068004653
5GNLFn,0.2610791691228894,0.05453637480466684
1GNLFs,0.322888472073177,21.591341307416844
2GNLFs,0.39920536045899246,13.486772276849548
3GNLFs,0.40087207717982243,4.226996954046463
4GNLFs,0.35078711300905246,0.6822365517649531
5GNLFs,0.29047450893167465,0.09740436893695376
1GNLFtv,0.3281998594394194,22.012902470962274
2GNLFtv,0.4210489900790119,14.383053248011702
3GNLFtv,0.4409340865761816,4.787971492254103
4GNLFtv,0.3893049589492594,0.8547357321947064
5GNLFtv,0.30835792970343157,0.13318494941294678
1GNLFw,0.3058186529525193,20.497805258058406
2GNLFw,0.37734658465093074,13.186636771031262
3GNLFw,0.4029381035922526,4.284413451565772
4GNLFw,0.35106218689414126,0.6670551219496474
5GNLFw,0.26327397323943286,0.08850785256722592
NSLO,0.6283883147303315,0.04390253643451912
NSLOsn,0.4932949607336709,0.18430592648064875
NSLOb,0.5287399327357173,0.12629027098959086
N2SLO,0.7467103949364006,0.09200525691238735
N2SLOsn,0.2469721469639056,0.08224359395759234
N2SLOb,0.8121652314723822,0.27921963345137035
NSCWO,0.26235101398089994,0.005019180909313334
NSCWOsn,0.4968181855341901,0.05846596111014554
NSCWOb,0.22883488421752815,0.04380121435574012
N2SCWO,0.5074364920950871,0.016333717817232002
N2SCWOsn,0.2836957929545109,0.029779621938099674
N2SCWOb,0.5054894787510859,0.15208267312147777
NSFWO,0.665811623418645,0.038274372609193384
NSFWOsn,0.467218715804947,0.12424057663693777
NSFWOb,0.553014007091472,0.1432037256551958
N2SFWO,0.7542687389457363,0.07315608205747648
N2SFWOsn,0.23434044862838688,0.058022007938463335
N2SFWOb,0.8058905095333208,0.2879139503506464
NSNO,0.18723859644069482,0.001686668907336639
NSNOsn,0.4908874226472083,0.03413380800530477
NSNOb,0.19915555169619953,0.021982955061359975
N2SNO,0.3173016344831066,0.0055256906430495275
N2SNOsn,0.3190752293267191,0.02038428873725462
N2SNOb,0.31306106345650386,0.0715605665980786
NSVO,0.4472079596921439,0.0036815309922875695
NSVOsn,0.3896843728724204,0.013547718586624772
NSVOb,0.3657244720991012,0.04689008076873236
N2SVO,0.6108958672874503,0.007522527362657806
N2SVOsn,0.2527785501441435,0.01017489355765667
N2SVOb,0.5478959013351968,0.10383678286341455
NSAO,0.3274454810665219,0.0007456725799529545
NSAOsn,0.4732654160803571,0.0060620926095528915
NSAOb,0.3382838568358794,0.011449789214457644
N2SAO,0.340022623964606,0.0011505354050833309
N2SAOsn,0.32460258151117993,0.0042796854317424604
N2SAOb,0.28875943220697003,0.018510156102996084
NSAdvO,0.3749767144646658,0.00113603663655246
NSAdvOsn,0.35942948920765744,0.004513059743224528
NSAdvOb,0.36568629286638266,0.015038776752367802
N2SAdvO,0.47824405585026497,0.0022877910636495804
N2SAdvOsn,0.25658048520176,0.0033606692385435566
N2SAdvOb,0.44111253010207735,0.03449651878261921
NSPO,0.6098911376074799,0.020648306497585846
NSPOsn,0.32692223052999814,0.029493634152029734
NSPOb,0.6068857509740495,0.19994938319674882
N2SPO,0.6944380289774876,0.031457117648585095
N2SPOsn,0.20554028084046871,0.020361279406625868
N2SPOb,0.7272904187078976,0.3131300392284949
NSARGO,0.6019700665123359,0.02095342329512629
NSARGOsn,0.4580303921609206,0.06081406246173223
NSARGOb,0.574637556692677,0.1662209942085781
N2SARGO,0.7175681029351285,0.03674907992520751
N2SARGOsn,0.24394705155320692,0.029815263409085524
N2SARGOb,0.7690876875276125,0.2894827013356176
AD,0.28329760242835444,0.003870259678329968
AVD,0.2807075600956552,0.005420466459341802
CAUSD,0.26526762982639335,0.0024704900688727665
COND,0.2575475182817672,0.006354097285633626
DEMD,0.22963239450487627,0.0028067223718014483
LOGD,0.17765420571884522,0.0029626192858537926
NEGD,0.2190673263717939,0.002179696007215856
POSD,0.284039844807923,0.0064421840027404234
BCD,0.31499130095580746,0.0072425512806198345
CD,0.3284800886712335,0.005374248981787164
CCD,0.2918417839644753,0.0022969704800719633
DETD,0.3335916273760346,0.010209637428289618
DD,0.30767084451965027,0.0014863087846231976
LSD,0.24246592081074025,0.003261376678846804
negLOGD,0.19326612887601602,0.0013658854190812947
OPPD,0.2090022023981866,0.0016283131661357355
ORDD,0.26579482867014903,0.0015068652668314515
posCAUSD,0.22990500477706965,0.003596803789976651
posID,0.3175807097373586,0.0031139908298376305
posLOGD,0.21684842154710107,0.0029296984301761878
RPD,0.28461066667878604,0.0026139813680772506
SLD,0.1946776532569736,0.0031994306458638143
TD,0.24378031314989645,0.0023431601183533553
ARI,0.09139304559783692,0.2694588171250769
DCI,0.15890977837028128,0.16537241275245063
DCIpsk,0.13929018708299667,0.10182459778875447
CLI,0.07054911565027489,0.14025860117769787
FKRE,0.137226428914578,0.418046982851864
FKGL,0.10361855686246686,0.9903390352657069
FORCAST,0.14302972313320822,0.09712018898993127
FryX,0.1185927714462907,0.8534324133566098
FryY,0.23228710992260437,1.3299438265249477
GFI,0.1390792206409162,0.45749696442114474
LIX,0.1265231036458196,1.087375536858938
RIX,0.12577791710827574,0.15398813659351496
SMOG,0.12863313537728732,0.2798837220262013
SPACHE,0.17818542838639526,0.1325523763640332
WFCOCAw,0.15518738537277316,0.9696277725459782
T10KCOCAw,0.4138251684345791,0.025717813990092625
T20KCOCAw,0.4065208890786115,0.020239680889449572
T30KCOCAw,0.408133836621009,0.017559440218772534
T40KCOCAw,0.40597078126346137,0.015785007742006404
T50KCOCAw,0.40075954039931716,0.014366119555291728
T60KCOCAw,0.4016547573298017,0.01344173633801003
T70KCOCAw,0.40191223408750154,0.012797742224532236
T80KCOCAw,0.39418582902910043,0.012131019956696349
T90KCOCAw,0.39322056410046957,0.011485602351322998
T100KCOCAw,0.38235036080776436,0.010967410369935475
WFCOCAs,0.12495432039225976,0.1021730535144671
T10KCOCAs,0.40883704671151366,0.028096274772778516
T20KCOCAs,0.41486296075371304,0.023468537054079176
T30KCOCAs,0.41963222625983415,0.021891998913102752
T40KCOCAs,0.4247615570034347,0.020071527005555968
T50KCOCAs,0.41301905655940724,0.018295814159975103
T60KCOCAs,0.41859405389384335,0.017247436621084702
T70KCOCAs,0.4098813492347596,0.01622172109115539
T80KCOCAs,0.4050717968658926,0.015536799970285802
T90KCOCAs,0.41012232994768066,0.01522013995108096
T100KCOCAs,0.40721942440880265,0.01488284655615949
WRCOCAw,0.23958923852391015,0.4514625263193436
SDCOCAw,0.1335042572601904,0.3787445185150591
