feature,JS_divergence,Wasserstein
VCCOCAw,0.41939348419694034,2.7684450367979085
JDCOCAw,0.41899427897533037,0.01058051270597629
CDCOCAw,0.38144954657441615,0.018253137264316467
RSCOCAw,0.24404893751936832,0.07408785768435747
DPCOCAw,0.239223265394105,0.023102658883998782
DPCOCAwnorm,0.23924686865780806,0.023102630185482795
KLDCOCAw,0.3796118393394919,0.24671158334464016
WRCOCAs,0.2874950646754726,0.10403085918154217
SDCOCAs,0.1339209432062228,0.3108016281196944
VCCOCAs,0.40926809537937325,1.3130515712743778
JDCOCAs,0.42511403203957376,0.018891967983874786
CDCOCAs,0.3987901174781701,0.024849340472421235
RSCOCAs,0.30172047027726745,0.02502712799676789
DPCOCAs,0.12155272793801511,0.0019511615313546659
DPCOCAsnorm,0.12169792656591447,0.0019512495901066363
KLDCOCAs,0.3359111683467072,0.19790417416008071
WFCOCAa,0.22247638800272362,0.3703127748188593
T10KCOCAa,0.3736577604469424,0.02657571862490641
T20KCOCAa,0.39746565251740246,0.022828493208469993
T30KCOCAa,0.41527656168956956,0.021354066127823028
T40KCOCAa,0.43151313755762355,0.02043514678074401
T50KCOCAa,0.42094051139104594,0.01861807345269198
T60KCOCAa,0.41795809201942946,0.017427828002070572
T70KCOCAa,0.4211808779473258,0.016735012578096516
T80KCOCAa,0.41957184005084797,0.015749733437357756
T90KCOCAa,0.41730649271949205,0.015289604557748911
T100KCOCAa,0.40587403918559284,0.014123303716251182
WRCOCAa,0.20629013369144697,0.033150059184371056
SDCOCAa,0.20427716758515904,1.0521942017250332
VCCOCAa,0.40896899136170906,1.2104659175067725
JDCOCAa,0.4285700833209896,0.01640284720695563
CDCOCAa,0.3643178920004478,0.01942774461509295
RSCOCAa,0.17920189970207204,0.009568802895076754
DPCOCAa,0.19168816716824244,0.0033292505554119094
DPCOCAanorm,0.1919679520485977,0.0033290961099234472
KLDCOCAa,0.3027260741263407,0.15109306965569053
WFtv,0.35637940379349126,0.34261942392162803
WFsm,0.4178739066596479,0.3938870327890013
WFpod,0.35299066000683565,0.307971183204105
WFml,0.3824367433838863,0.37767851516797635
CDpod,0.36212451388236555,0.2726126881711463
CDtv,0.3755240573542283,0.29432478711887733
CDsm,0.4206125733917535,0.3022395885316114
WPtv,0.3839443854077004,0.24892605504258974
WPpod,0.3782123377114456,0.2168326836156425
WPsm,0.42307593682938266,0.29715289413850854
AUX,0.1327086764651669,0.06490119712976888
QUANTcn,0.2914958404357556,0.015674752026826475
CONJscaus,0.2799335389117564,0.045007277077440136
PREPc,0.37611226115518614,0.012316259346699866
CONJscom,0.24589924060551166,0.0194705999485399
CONJscond,0.2711915670839273,0.02206096277520422
CONJ,0.22585649346087328,0.18153925902293538
CONJc,0.32727771276440865,0.13989805561794838
DETda,0.23963851439969905,0.09970935491185456
DETdem,0.17871962464723495,0.029843666814133155
DETdemp,0.3184584577304037,0.00993222916520925
DETdems,0.1903830242269137,0.032321482141669466
DET,0.2084967451206292,0.2602793064893826
QUANTfn,0.3579187805153517,0.013344028097556561
PRNi,0.23563213969720279,0.03811155628328005
PRNip,0.3980419053966429,0.009911534282065218
PRNis,0.2420566737527618,0.037224214703735756
QUANTi,0.23705351681043035,0.04472830926743329
DETia,0.18123961152346388,0.03728261406085625
CONJsm,0.31066975246398654,0.01675813480146223
QUANTmn,0.2268031076594025,0.0012101360716744542
NEG,0.21186009989398297,0.020282107937957303
QUANTn,0.28379829552680536,0.01954622108161106
QUANTon,0.17558971279406152,0.011299499184119455
PRNp,0.2835989674541808,0.2114070485396065
PRNp1p,0.28210489880851775,0.022620245328315202
PRNp1s,0.4760938388279323,0.2755295045962185
PRNp2,0.5088164043333852,0.10115684402987846
PRNp3p,0.32450789455475354,0.022756762657253612
PRNp3s,0.2370513708726016,0.05778386394852333
CONJsp,0.29663051788726813,0.008226310351862793
PRNposs,0.4721604445903687,0.14112310488485505
PRNposs1p,0.2749446323586329,0.009794653588931704
PRNposs1s,0.5835922128745576,0.13509507815238034
PRNposs2,0.4071112399641215,0.028040883126795785
PRNposs3p,0.2145651466654805,0.009264273417821281
PRNposs3s,0.2897199782040841,0.03176543311876347
DETposs,0.4721604445903687,0.14112310488485505
DETposs1p,0.2749446323586329,0.009794653588931704
DETposs1s,0.5835922128745576,0.13509507815238034
DETposs2,0.4071112399641215,0.028040883126795785
DETposs3p,0.2145651466654805,0.009264273417821281
DETposs3s,0.2897199782040841,0.03176543311876347
PREP,0.23077640734170524,0.25161910114102026
AUXp,0.17961187978900184,0.0768641910065227
AUXm,0.19691224810854396,0.027877419539848118
PRN,0.2877091669541603,0.24445019346129093
CONJspur,0.19925622843488994,0.0016389085184229618
QUANT,0.2014341172856204,0.06053972708703863
PRNrec,0.2901078427842265,0.0019024936924176014
PRNref,0.4656218101113788,0.011481712783747473
PRNref1p,0.15148106320449212,0.0002595540244073576
PRNref1s,0.4539248165502046,0.009787024746762603
PRNref2p,0.10863154320005822,9.870662372302658e-05
PRNref2s,0.4024412306685556,0.001981746756221057
PRNref3p,0.3212483578356163,0.0012372367549732795
PRNref3s,0.36186541812445205,0.0024371521324002966
PREPs,0.22809667865892103,0.24694066968680395
CONJs,0.18934348555720426,0.06988024295775984
CONJst,0.2705045352855688,0.0369295212446984
TOPart,0.128827756012242,0.009216122093004672
TOPbus,0.24338544355368744,0.01114315957167551
TOPedu,0.24103990775009687,0.019969398835122585
TOPent,0.2743242313430233,0.03920593313085168
TOPenv,0.2961331145656468,0.00924696627999849
TOPfas,0.3521806368591077,0.01368672155233894
TOPfood,0.24625406659171145,0.013980231646482391
TOPhea,0.4435587126134762,0.046002852812623715
TOPmus,0.07193311817919455,0.02217618924419227
TOPpol,0.05454561700700776,0.010929755714332842
TOPrel,0.3851811943914415,0.044864768189082
TOPsci,0.2533196860847939,0.011517100251780427
TOPspo,0.2664575239742124,0.05121901653828449
TOPtec,0.18500798182945472,0.019938464037993552
TOPtra,0.05920677998131326,0.011613115679994233
EMOacc,0.3684593246096521,0.01920903568738709
EMOang,0.38858103995188387,0.010820988218379853
EMOann,0.4796569038670586,0.014544154097829389
EMOant,0.3215850003132255,0.023758559259656746
EMOanx,0.5041174498334143,0.021600119523480087
EMObli,0.3214967115004337,0.008914993370397065
EMOcal,0.2446650983175107,0.013086983384052302
EMOcon,0.30743495375216334,0.018224202753245038
EMOdel,0.28574766788953204,0.013144294947253866
EMOdsg,0.21674638045537345,0.009975653384013189
EMOdsl,0.3996167781670442,0.004957385234754129
EMOeag,0.3841592840770022,0.03956416277358004
EMOecs,0.36253510728828475,0.010552741860783754
EMOent,0.3740173468423433,0.010113440194920331
EMOfea,0.5038661434700406,0.017373958647815425
EMOgri,0.5219966496257438,0.05120623512385769
EMOjoy,0.31956645689319757,0.009655153208640296
EMOloa,0.3544574373748232,0.007584924632629766
EMOlov,0.37570176563117175,0.03024385052681842
EMOmel,0.4555876609685835,0.01759220677135618
EMOple,0.3616472471489194,0.011954197286730703
EMOrag,0.3359619634678238,0.010532070314484717
EMOres,0.3303194301893254,0.014831691186935569
EMOsad,0.4616322439187622,0.022676065793419464
EMOser,0.2897276454425036,0.01482021183809587
EMOsur,0.3411491702317883,0.01572476213734431
EMOter,0.4986008673100348,0.021610749365973354
EMOtru,0.28894146636844414,0.02269938871884549
